id,Order_from,Comment_time,Order_processing_speed,Sending_out_speed,Delivery_speed,If_delivered_on_original/promised_date,If_delivered_right_product,If intact in transit,If the last Km is difficult,If the last Km is served,Distribution staff service attitude,Installer arrival time,Installer arrival speed,Installation speed,Installation effect,Explaining service,Installer service attitude,If installer has any charges,If the bill is complete,If any gifts,If any after-sales processes,If any revisiting,If any gifts from after-sales,If contacted customer service,Reason contacting customer service,Customer service processing efficiency,If fixing,Number of fixing,Fixing result,If replacement,Replacement result,If return,Return result,After-sales processing efficiency,After-sales attitude,If problems solved,Product model,If price changed in a short time,Changing price,Compared to different channel prices,Price gap,Product functional diversity,Energy saving index,Performance index,Noise situation,Aesthetics performance,Intactness performance,If product is faulty,Fault index,Ease of use,Cost-effective satisfaction,Reputation and price satisfaction,Order processing satisfaction,Logistics distribution satisfaction,Installation satisfaction,After-sales service satisfaction,Product quality satisfaction,User_region,User_level,User_purchase_amount,Consistent with the description satisfaction,Compared with pre-purchase expectations satisfaction,Customer satisfaction,Customer satisfaction level,Customer complaints index,Brand awareness to Haier,Awareness to product,Will of repurchase the same brand and the same kind of product,Will of repurchase the same brand,Recommended to buy index
None,来自京东iPhone客户端,2017-02-13 15:18:49,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,5,3,3,3,5,4,3,天津,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-15 21:19:24,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,4,河北,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-14 18:59:38,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,1,3,3,3,3,3
None,来自京东Android客户端,2017-03-03 11:29:35,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,4,3,浙江,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-20 17:13:14,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-25 12:08:59,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,3,山西,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-13 08:43:52,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,True,False,False,True,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,铜牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-23 17:12:29,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,True,False,False,True,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,福建,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自微信购物,2017-02-13 01:58:27,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,4,3,3,False,/,3,3,3,3,3,2,3,3,/,铜牌会员,0,3,3,5,好评,1,3,3,3,3,3
None,来自京东Android客户端,2017-02-13 19:00:00,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,浙江,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-15 18:31:17,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,广东,金牌会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自京东Android客户端,2017-02-23 18:14:06,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,3,山东,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-26 14:25:10,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,5,3,4,4,4
None,来自京东Android客户端,2017-02-25 11:49:39,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自京东Android客户端,2017-02-18 19:54:25,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,4,3,/,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-21 13:24:23,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,银牌会员,0,3,4,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-25 18:21:13,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,陕西,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-16 22:30:44,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,银牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东iPhone客户端,2017-02-18 15:50:11,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,1,3,/,铜牌会员,0,3,3,5,好评,4,3,3,2,2,2
None,来自京东Android客户端,2017-02-14 10:56:36,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,1,3,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,/,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-20 11:13:34,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,广东,钻石会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自京东Android客户端,2017-01-05 10:45:04,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,4,3,3,/,PLUS会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-22 13:06:23,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,2,False,True,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,4,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-16 16:16:49,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,4,3,山东,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-13 12:40:39,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,贵州,金牌会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自网页购物,2017-02-24 10:21:31,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,4,湖北,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-12 19:46:11,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,5,3,4,4,4
None,来自京东iPhone客户端,2017-02-12 22:32:36,3,4,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,广东,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-16 20:52:25,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,5,3,False,/,3,3,3,3,3,3,3,4,北京,PLUS会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-12 16:55:07,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,/,铜牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-03-01 18:07:32,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,5,3,False,/,4,3,3,3,3,3,3,3,北京,金牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东iPhone客户端,2017-02-17 18:22:12,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-15 12:22:09,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,上海,钻石会员,0,3,3,5,好评,0,3,4,4,3,3
None,来自京东Android客户端,2017-02-19 23:39:30,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,陕西,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-12 17:09:23,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,1,3,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-03-04 08:16:43,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,/,铜牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-25 09:42:27,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,四川,钻石会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东Android客户端,2017-02-14 23:03:19,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,上海,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPad客户端,2017-02-21 01:16:58,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,5,3,3,3,3,3,3,上海,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-13 07:35:44,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,4,3,3,False,/,3,3,3,3,3,3,3,3,天津,金牌会员,0,3,3,5,好评,0,3,5,5,3,3
None,来自京东Android客户端,2017-02-19 10:29:45,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,3,北京,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-15 10:34:18,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,钻石会员,0,3,3,5,好评,0,3,4,4,3,3
None,来自网页购物,2017-02-28 12:11:31,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-23 15:05:42,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,银牌会员,0,3,3,5,好评,1,3,3,3,3,3
None,来自网页购物,2017-02-20 13:01:26,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,3,3,False,/,3,3,3,3,3,3,3,3,上海,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-13 14:13:38,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,5,/,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-03-04 20:52:07,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,2,3,3,/,铜牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-21 19:56:39,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,3,广东,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-21 11:23:54,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,北京,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2017-02-13 22:26:21,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,2,3,3,广东,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-24 11:25:33,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,5,3,山东,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-25 17:47:06,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,3,3,3,/,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-16 08:55:31,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,3,3,3,四川,PLUS会员,0,3,3,5,好评,0,5,3,4,4,4
None,来自网页购物,2017-02-26 08:37:06,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,3,3,False,/,4,3,3,3,3,3,3,3,山东,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-16 08:05:31,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,5,3,3,3,3,3,3,/,PLUS会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-26 17:34:07,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,PLUS会员,0,3,3,5,好评,0,5,3,3,5,3
None,来自微信购物,2017-02-20 13:07:25,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2017-02-24 17:07:21,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,2,3,湖北,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2017-02-19 13:04:29,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,3,/,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
